Cod.Programa,Nombre Programa,Asignatura,Nombre Asignatura,Cod.Asig. Prerreq.,Nombre Asignatura Prerreq.
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310058.0,ANALISIS FORENSE Y GESTION DE INCIDENTES,11310017.0,INGENIERIA DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310058.0,ANALISIS FORENSE Y GESTION DE INCIDENTES,11310017.0,INGENIERIA DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310059.0,INTRODUCCION A LA CRIPTOGRAFIA,11310002.0,PROGRAMACION DE COMPUTADORES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310059.0,INTRODUCCION A LA CRIPTOGRAFIA,11310002.0,PROGRAMACION DE COMPUTADORES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310059.0,INTRODUCCION A LA CRIPTOGRAFIA,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310059.0,INTRODUCCION A LA CRIPTOGRAFIA,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310059.0,INTRODUCCION A LA CRIPTOGRAFIA,11310030.0,ALGEBRA LINEAL
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310059.0,INTRODUCCION A LA CRIPTOGRAFIA,11310030.0,ALGEBRA LINEAL
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310060.0,SEGURIDAD DE REDES,11310052.0,REDES DE COMPUTADORES
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310060.0,SEGURIDAD DE REDES,11310052.0,REDES DE COMPUTADORES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310061.0,SEGURIDAD EN EL CICLO DE DESARROLLO DE SOFTWARE,11310017.0,INGENIERIA DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310061.0,SEGURIDAD EN EL CICLO DE DESARROLLO DE SOFTWARE,11310017.0,INGENIERIA DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310062.0,INTELIGENCIA ARTIFICIAL: REPRESENTACION Y SOLUCION DE PROBLEMAS,11310009.0,PROBABILIDAD
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310062.0,INTELIGENCIA ARTIFICIAL: REPRESENTACION Y SOLUCION DE PROBLEMAS,11310009.0,PROBABILIDAD
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310062.0,INTELIGENCIA ARTIFICIAL: REPRESENTACION Y SOLUCION DE PROBLEMAS,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310062.0,INTELIGENCIA ARTIFICIAL: REPRESENTACION Y SOLUCION DE PROBLEMAS,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310062.0,INTELIGENCIA ARTIFICIAL: REPRESENTACION Y SOLUCION DE PROBLEMAS,11310007.0,TEORIA DE LA COMPUTACION
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310063.0,APRENDIZAJE AUTOMATICO DE MAQUINA I,11310012.0,OPTIMIZACION
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310063.0,APRENDIZAJE AUTOMATICO DE MAQUINA I,11310005.0,ALGEBRA LINEAL
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310063.0,APRENDIZAJE AUTOMATICO DE MAQUINA I,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310063.0,APRENDIZAJE AUTOMATICO DE MAQUINA I,11310030.0,ALGEBRA LINEAL
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310063.0,APRENDIZAJE AUTOMATICO DE MAQUINA I,11310030.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310063.0,APRENDIZAJE AUTOMATICO DE MAQUINA I,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310064.0,INTRODUCCION AL PROCESAMIENTO DEL LENGUAJE NATURAL,11310051.0,PROCESAMIENTO DE SENALES
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310064.0,INTRODUCCION AL PROCESAMIENTO DEL LENGUAJE NATURAL,11310063.0,APRENDIZAJE AUTOMATICO DE MAQUINA I
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310065.0,INTRODUCCION A LA VISION POR COMPUTADORA,11310051.0,PROCESAMIENTO DE SENALES
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310065.0,INTRODUCCION A LA VISION POR COMPUTADORA,11310063.0,APRENDIZAJE AUTOMATICO DE MAQUINA I
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310066.0,ANALISIS AVANZADO DE DATOS,11310013.0,ANALISIS ESTADISTICO DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310066.0,ANALISIS AVANZADO DE DATOS,11310013.0,ANALISIS ESTADISTICO DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310067.0,BIG DATA,11310013.0,ANALISIS ESTADISTICO DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310067.0,BIG DATA,11310013.0,ANALISIS ESTADISTICO DE DATOS
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310067.0,BIG DATA,11310052.0,REDES DE COMPUTADORES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310067.0,BIG DATA,11310052.0,REDES DE COMPUTADORES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310068.0,COMPUTACION EN LA NUBE,11310052.0,REDES DE COMPUTADORES
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310068.0,COMPUTACION EN LA NUBE,11310052.0,REDES DE COMPUTADORES
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310030.0,ALGEBRA LINEAL
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310030.0,ALGEBRA LINEAL
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310007.0,TEORIA DE LA COMPUTACION
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310007.0,TEORIA DE LA COMPUTACION
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310015.0,ELEMENTOS DE FISICA
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310015.0,ELEMENTOS DE FISICA
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310009.0,PROBABILIDAD
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310009.0,PROBABILIDAD
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310033.0,PROBABILIDAD Y ESTADISTICA 2
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310033.0,PROBABILIDAD Y ESTADISTICA 2
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310069.0,INTRODUCCION A LA COMPUTACION CUANTICA,11310037.0,ESTADISTICA
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310070.0,DISENO Y ARQUITECTURA DE SOFTWARE,11310017.0,INGENIERIA DE DATOS
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310071.0,GEOMETRIA NO EUCLIDEANA,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310071.0,GEOMETRIA NO EUCLIDEANA,11310005.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310071.0,GEOMETRIA NO EUCLIDEANA,11310030.0,ALGEBRA LINEAL
MA01,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310071.0,GEOMETRIA NO EUCLIDEANA,11310030.0,ALGEBRA LINEAL
MA02,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310074.0,MATHEMATICAL MODELING OF SYSTEMS IN NATURAL SCIENCES,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310078.0,TEORIA DE NUMEROS,11310001.0,"LOGICA, TEORIA DE NUMEROS Y CONJUNTOS"
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310078.0,TEORIA DE NUMEROS,11310030.0,ALGEBRA LINEAL
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310079.0,OPERATING SYSTEMS,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310079.0,OPERATING SYSTEMS,11320002.0,ARQUITECTURA DEL COMPUTADOR
ISE1,INGENIERIA DE SISTEMAS ENERGETICOS ,11310081.0,ANALISIS FUNCIONAL,11310010.0,ANALISIS REAL
IIN1,INGENIERIA INDUSTRIAL,11310081.0,ANALISIS FUNCIONAL,11310010.0,ANALISIS REAL
IET1,INGENIERIA ELECTRONICA,11310081.0,ANALISIS FUNCIONAL,11310010.0,ANALISIS REAL
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310081.0,ANALISIS FUNCIONAL,11310010.0,ANALISIS REAL
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11310081.0,ANALISIS FUNCIONAL,11310030.0,ALGEBRA LINEAL
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320001.0,LOGICA PARA CIENCIAS DE LA COMPUTACION,11310001.0,"LOGICA, TEORIA DE NUMEROS Y CONJUNTOS"
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320002.0,ARQUITECTURA DEL COMPUTADOR,11310002.0,PROGRAMACION DE COMPUTADORES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320003.0,CALCULO 3,11310004.0,CALCULO 2
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320004.0,DISENO Y ANALISIS DE ALGORITMOS,11310007.0,TEORIA DE LA COMPUTACION
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320005.0,VARIABLE COMPLEJA,11320003.0,CALCULO 3
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320006.0,PROBABILIDAD Y ESTADISTICA 2,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320007.0,REDES DE COMPUTADORES,11310014.0,TEORIA DE GRAFOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320008.0,MATHEMATICAL MODELLING OF SYSTEMS IN NATURAL SCIENCES,11310002.0,PROGRAMACION DE COMPUTADORES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320008.0,MATHEMATICAL MODELLING OF SYSTEMS IN NATURAL SCIENCES,11310034.0,ECUACIONES DIFERENCIALES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320008.0,MATHEMATICAL MODELLING OF SYSTEMS IN NATURAL SCIENCES,73210064.0,FISICA 1
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320008.0,MATHEMATICAL MODELLING OF SYSTEMS IN NATURAL SCIENCES,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320009.0,ALGEBRA ABSTRACTA Y CODIFICACION,11310001.0,"LOGICA, TEORIA DE NUMEROS Y CONJUNTOS"
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320009.0,ALGEBRA ABSTRACTA Y CODIFICACION,11310025.0,PENSAMIENTO MATEMATICO
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320009.0,ALGEBRA ABSTRACTA Y CODIFICACION,11310030.0,ALGEBRA LINEAL
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320010.0,GEOMETRIA,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320010.0,GEOMETRIA,11310014.0,TEORIA DE GRAFOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320010.0,GEOMETRIA,11310020.0,TOPOLOGIA
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320010.0,GEOMETRIA,11310034.0,ECUACIONES DIFERENCIALES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320011.0,HACKING ETICO,11310079.0,OPERATING SYSTEMS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320011.0,HACKING ETICO,11320007.0,REDES DE COMPUTADORES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320012.0,INTRODUCCION A LA CRIPTOGRAFIA,11310002.0,PROGRAMACION DE COMPUTADORES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320012.0,INTRODUCCION A LA CRIPTOGRAFIA,11310030.0,ALGEBRA LINEAL
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320013.0,SEGURIDAD EN EL CICLO DE DESARROLLO DE SOFTWARE,11310017.0,INGENIERIA DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320013.0,SEGURIDAD EN EL CICLO DE DESARROLLO DE SOFTWARE,11320004.0,DISENO Y ANALISIS DE ALGORITMOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320014.0,SEGURIDAD DE REDES,11320007.0,REDES DE COMPUTADORES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320015.0,ANALISIS AVANZADO DE DATOS,11310013.0,ANALISIS ESTADISTICO DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320016.0,BIG DATA,11310013.0,ANALISIS ESTADISTICO DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320016.0,BIG DATA,11320007.0,REDES DE COMPUTADORES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320017.0,COMPUTACION EN LA NUBE,11320007.0,REDES DE COMPUTADORES
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320018.0,APRENDIZAJE AUTOMATICO DE MAQUINAS,11310012.0,OPTIMIZACION
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320018.0,APRENDIZAJE AUTOMATICO DE MAQUINAS,11310030.0,ALGEBRA LINEAL
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320019.0,REPRESENTACION Y SOLUCION AUTOMATICA DE PROBLEMAS,11310007.0,TEORIA DE LA COMPUTACION
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320019.0,REPRESENTACION Y SOLUCION AUTOMATICA DE PROBLEMAS,11310031.0,PROBABILIDAD Y ESTADISTICA 1
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320021.0,APLICACIONES DE INTELIGENCIA ARTIFICIAL,11320018.0,APRENDIZAJE AUTOMATICO DE MAQUINAS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320022.0,DISENO Y ARQUITECTURA DE SOFTWARE,11310017.0,INGENIERIA DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320023.0,DESARROLLO WEB,11310006.0,ALGORITMOS Y ESTRUCTURAS DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320023.0,DESARROLLO WEB,11310017.0,INGENIERIA DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320024.0,DESARROLLO MOVIL,11310017.0,INGENIERIA DE DATOS
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320025.0,ADVANCED MODELING OF DYNAMIC SYSTEMS,11320006.0,PROBABILIDAD Y ESTADISTICA 2
MA03,MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,11320025.0,ADVANCED MODELING OF DYNAMIC SYSTEMS,11320008.0,MATHEMATICAL MODELLING OF SYSTEMS IN NATURAL SCIENCES
